IP地址,端口,TLS,数据中心,地区,城市,网络延迟,IP国家,IP城市,国家代码,AS
92.223.63.25,443,True,NRT,Asia Pacific,Tokyo,99 ms,Japan,Tokyo,JP,AS199524 G-Core Labs S.A.
92.223.63.10,443,True,NRT,Asia Pacific,Tokyo,100 ms,Japan,Tokyo,JP,AS199524 G-Core Labs S.A.
92.223.63.29,443,True,NRT,Asia Pacific,Tokyo,98 ms,Japan,Tokyo,JP,AS199524 G-Core Labs S.A.
92.223.63.11,443,True,NRT,Asia Pacific,Tokyo,98 ms,Japan,Tokyo,JP,AS199524 G-Core Labs S.A.
92.223.63.4,443,True,NRT,Asia Pacific,Tokyo,97 ms,Japan,Tokyo,JP,AS199524 G-Core Labs S.A.
92.223.63.24,443,True,NRT,Asia Pacific,Tokyo,94 ms,Japan,Tokyo,JP,AS199524 G-Core Labs S.A.
92.223.63.23,443,True,NRT,Asia Pacific,Tokyo,96 ms,Japan,Tokyo,JP,AS199524 G-Core Labs S.A.
92.223.63.27,443,True,NRT,Asia Pacific,Tokyo,96 ms,Japan,Tokyo,JP,AS199524 G-Core Labs S.A.
92.223.63.6,443,True,NRT,Asia Pacific,Tokyo,93 ms,Japan,Tokyo,JP,AS199524 G-Core Labs S.A.
92.223.63.7,443,True,NRT,Asia Pacific,Tokyo,96 ms,Japan,Tokyo,JP,AS199524 G-Core Labs S.A.
92.223.63.21,443,True,NRT,Asia Pacific,Tokyo,95 ms,Japan,Tokyo,JP,AS199524 G-Core Labs S.A.
92.223.68.25,443,True,ORD,North America,Chicago,242 ms,United States,Chicago,US,AS199524 G-Core Labs S.A.
92.223.68.26,443,True,ORD,North America,Chicago,245 ms,United States,Chicago,US,AS199524 G-Core Labs S.A.
92.223.68.27,443,True,ORD,North America,Chicago,244 ms,United States,Chicago,US,AS199524 G-Core Labs S.A.
185.244.209.4,443,True,OSL,Europe,Oslo,190 ms,Norway,Oslo,NO,AS199524 G-Core Labs S.A.
185.244.209.62,443,True,OSL,Europe,Oslo,191 ms,Norway,Oslo,NO,AS199524 G-Core Labs S.A.
185.244.209.61,443,True,OSL,Europe,Oslo,177 ms,Norway,Oslo,NO,AS199524 G-Core Labs S.A.
95.85.69.7,443,True,OTP,Europe,Bucharest,184 ms,Romania,Bucharest,RO,AS199524 G-Core Labs S.A.
95.85.69.6,443,True,OTP,Europe,Bucharest,197 ms,Romania,Bucharest,RO,AS199524 G-Core Labs S.A.
95.85.69.62,443,True,OTP,Europe,Bucharest,199 ms,Romania,Bucharest,RO,AS199524 G-Core Labs S.A.
95.85.69.61,443,True,OTP,Europe,Bucharest,200 ms,Romania,Bucharest,RO,AS199524 G-Core Labs S.A.
92.223.74.26,443,True,PRG,Europe,Prague,166 ms,Czechia,Prague,CZ,AS199524 G-Core Labs S.A.
92.223.74.20,443,True,PRG,Europe,Prague,190 ms,Czechia,Prague,CZ,AS199524 G-Core Labs S.A.
92.223.74.21,443,True,PRG,Europe,Prague,191 ms,Czechia,Prague,CZ,AS199524 G-Core Labs S.A.
45.82.103.62,443,True,SCL,South America,Santiago,366 ms,Chile,Santiago,CL,AS199524 G-Core Labs S.A.
45.82.103.6,443,True,SCL,South America,Santiago,359 ms,Chile,Santiago,CL,AS199524 G-Core Labs S.A.
45.82.103.61,443,True,SCL,South America,Santiago,355 ms,Chile,Santiago,CL,AS199524 G-Core Labs S.A.
45.82.103.4,443,True,SCL,South America,Santiago,354 ms,Chile,Santiago,CL,AS199524 G-Core Labs S.A.
45.82.103.5,443,True,SCL,South America,Santiago,360 ms,Chile,Santiago,CL,AS199524 G-Core Labs S.A.
45.82.103.7,443,True,SCL,South America,Santiago,354 ms,Chile,Santiago,CL,AS199524 G-Core Labs S.A.
78.111.103.5,443,True,SEA,North America,Seattle,224 ms,United States,Seattle,US,AS199524 G-Core Labs S.A.
78.111.103.4,443,True,SEA,North America,Seattle,217 ms,United States,Seattle,US,AS199524 G-Core Labs S.A.
78.111.103.62,443,True,SEA,North America,Seattle,225 ms,United States,Seattle,US,AS199524 G-Core Labs S.A.
78.111.103.61,443,True,SEA,North America,Seattle,223 ms,United States,Seattle,US,AS199524 G-Core Labs S.A.
92.223.116.253,443,True,SIN,Asia Pacific,Singapore,28 ms,Singapore,Singapore,SG,AS199524 G-Core Labs S.A.
92.223.116.254,443,True,SIN,Asia Pacific,Singapore,28 ms,Singapore,Singapore,SG,AS199524 G-Core Labs S.A.
92.223.116.220,443,True,SIN,Asia Pacific,Singapore,28 ms,Singapore,Singapore,SG,AS199524 G-Core Labs S.A.
92.223.116.222,443,True,SIN,Asia Pacific,Singapore,29 ms,Singapore,Singapore,SG,AS199524 G-Core Labs S.A.
92.223.116.223,443,True,SIN,Asia Pacific,Singapore,30 ms,Singapore,Singapore,SG,AS199524 G-Core Labs S.A.
92.223.116.207,443,True,SIN,Asia Pacific,Singapore,28 ms,Singapore,Singapore,SG,AS199524 G-Core Labs S.A.
92.223.116.221,443,True,SIN,Asia Pacific,Singapore,27 ms,Singapore,Singapore,SG,AS199524 G-Core Labs S.A.
92.223.116.205,443,True,SIN,Asia Pacific,Singapore,27 ms,Singapore,Singapore,SG,AS199524 G-Core Labs S.A.
92.223.116.203,443,True,SIN,Asia Pacific,Singapore,27 ms,Singapore,Singapore,SG,AS199524 G-Core Labs S.A.
92.223.116.224,443,True,SIN,Asia Pacific,Singapore,27 ms,Singapore,Singapore,SG,AS199524 G-Core Labs S.A.
5.101.219.5,443,True,SOF,Europe,Sofia,208 ms,Bulgaria,Sofia,BG,AS199524 G-Core Labs S.A.
5.101.219.6,443,True,SOF,Europe,Sofia,209 ms,Bulgaria,Sofia,BG,AS199524 G-Core Labs S.A.
5.101.219.14,443,True,SOF,Europe,Sofia,211 ms,Bulgaria,Sofia,BG,AS199524 G-Core Labs S.A.
92.223.78.22,443,True,SYD,Oceania,Sydney,114 ms,Australia,Sydney,AU,AS199524 G-Core Labs S.A.
92.223.78.30,443,True,SYD,Oceania,Sydney,113 ms,Australia,Sydney,AU,AS199524 G-Core Labs S.A.
92.223.78.23,443,True,SYD,Oceania,Sydney,113 ms,Australia,Sydney,AU,AS199524 G-Core Labs S.A.
46.49.10.229,443,True,TBS,Europe,Tbilisi,237 ms,Georgia,Tbilisi,GE,AS16010 Magticom Ltd.
92.223.92.25,443,True,WAW,Europe,Warsaw,176 ms,Poland,Warsaw,PL,AS199524 G-Core Labs S.A.
92.223.92.26,443,True,WAW,Europe,Warsaw,176 ms,Poland,Warsaw,PL,AS199524 G-Core Labs S.A.
92.223.92.30,443,True,WAW,Europe,Warsaw,177 ms,Poland,Warsaw,PL,AS199524 G-Core Labs S.A.
92.223.92.24,443,True,WAW,Europe,Warsaw,199 ms,Poland,Warsaw,PL,AS199524 G-Core Labs S.A.
92.223.92.23,443,True,WAW,Europe,Warsaw,200 ms,Poland,Warsaw,PL,AS199524 G-Core Labs S.A.
92.223.92.22,443,True,WAW,Europe,Warsaw,174 ms,Poland,Warsaw,PL,AS199524 G-Core Labs S.A.
5.101.222.14,443,True,YYZ,North America,Toronto,274 ms,Canada,Toronto,CA,AS199524 G-Core Labs S.A.
5.101.222.13,443,True,YYZ,North America,Toronto,268 ms,Canada,Toronto,CA,AS199524 G-Core Labs S.A.
5.101.222.4,443,True,YYZ,North America,Toronto,266 ms,Canada,Toronto,CA,AS199524 G-Core Labs S.A.
5.101.222.5,443,True,YYZ,North America,Toronto,265 ms,Canada,Toronto,CA,AS199524 G-Core Labs S.A.
