IP 地址,已发送,已接收,丢包率,平均延迟,下载速度 (MB/s)
202.78.162.4,4,4,0.00,52.54,0.00
92.223.43.6,4,4,0.00,52.76,0.00
92.223.122.187,4,4,0.00,53.12,0.00
92.223.123.47,4,4,0.00,53.21,0.00
5.188.121.151,4,4,0.00,53.49,0.00
5.188.126.4,4,4,0.00,53.67,0.00
92.223.43.61,4,4,0.00,53.88,0.00
92.223.123.30,4,4,0.00,53.94,0.00
92.223.123.45,4,4,0.00,54.10,0.00
92.223.43.12,4,4,0.00,54.33,0.00
92.223.123.15,4,4,0.00,54.48,0.00
95.85.88.6,4,4,0.00,54.72,0.00
5.188.121.161,4,4,0.00,54.84,0.00
92.223.123.40,4,4,0.00,54.95,0.00
95.85.88.62,4,4,0.00,55.17,0.00
92.223.122.181,4,4,0.00,55.37,0.00
92.223.43.5,4,4,0.00,55.52,0.00
178.160.192.38,4,4,0.00,55.68,0.00
92.223.123.36,4,4,0.00,55.69,0.00
45.82.100.62,4,4,0.00,55.73,0.00
5.188.121.148,4,4,0.00,55.99,0.00
92.223.43.62,4,4,0.00,56.02,0.00
5.188.121.254,4,4,0.00,56.02,0.00
45.82.100.4,4,4,0.00,56.17,0.00
45.82.100.4,4,4,0.00,56.23,0.00
92.223.64.4,4,4,0.00,56.26,0.00
92.223.122.187,4,4,0.00,56.50,0.00
92.223.122.183,4,4,0.00,56.65,0.00
45.82.100.5,4,4,0.00,57.18,0.00
45.82.100.61,4,4,0.00,57.21,0.00
92.223.43.14,4,4,0.00,57.54,0.00
45.82.100.5,4,4,0.00,59.62,0.00
95.85.88.7,4,4,0.00,59.93,0.00
185.76.48.122,4,4,0.00,60.49,0.00
95.85.88.9,4,4,0.00,60.56,0.00
92.223.43.15,4,4,0.00,60.59,0.00
5.188.94.5,4,4,0.00,61.09,0.00
92.223.108.7,4,4,0.00,61.10,0.00
5.101.68.27,4,4,0.00,61.25,0.00
95.85.88.61,4,4,0.00,61.35,0.00
195.14.146.81,4,4,0.00,61.66,0.00
92.223.43.13,4,4,0.00,62.18,0.00
195.14.146.81,4,4,0.00,62.24,0.00
5.101.68.8,4,4,0.00,62.46,0.00
185.76.48.122,4,4,0.00,63.63,0.00
92.223.108.5,4,4,0.00,64.18,0.00
212.188.76.67,4,4,0.00,64.52,0.00
91.243.83.4,4,4,0.00,64.60,0.00
91.243.83.5,4,4,0.00,64.60,0.00
82.213.5.50,4,4,0.00,64.62,0.00
92.223.108.15,4,4,0.00,65.23,0.00
5.101.68.30,4,4,0.00,65.36,0.00
92.223.108.6,4,4,0.00,65.69,0.00
92.223.108.11,4,4,0.00,65.94,0.00
5.101.68.12,4,4,0.00,66.70,0.00
92.223.123.33,4,4,0.00,66.76,0.00
92.223.108.16,4,4,0.00,66.82,0.00
92.223.108.5,4,4,0.00,66.84,0.00
46.49.10.229,4,4,0.00,66.95,0.00
5.101.68.7,4,4,0.00,67.01,0.00
46.49.10.228,4,4,0.00,67.25,0.00
92.223.108.14,4,4,0.00,67.54,0.00
91.243.83.8,4,4,0.00,67.56,0.00
92.223.108.4,4,4,0.00,68.46,0.00
5.101.68.28,4,4,0.00,68.59,0.00
46.49.10.229,4,4,0.00,68.72,0.00
92.223.108.6,4,4,0.00,68.78,0.00
95.85.88.9,4,4,0.00,68.84,0.00
92.223.108.13,4,4,0.00,68.94,0.00
82.213.5.50,4,4,0.00,69.26,0.00
151.248.104.91,4,4,0.00,69.67,0.00
151.248.104.91,4,4,0.00,70.06,0.00
91.243.83.9,4,4,0.00,70.35,0.00
213.244.64.66,4,4,0.00,70.48,0.00
92.223.47.62,4,4,0.00,70.50,0.00
92.223.47.4,4,4,0.00,70.59,0.00
94.43.206.202,4,4,0.00,70.87,0.00
5.188.94.5,4,4,0.00,71.03,0.00
91.243.83.5,4,4,0.00,71.20,0.00
5.101.68.8,4,4,0.00,72.24,0.00
130.193.166.2,4,4,0.00,72.96,0.00
213.244.64.66,4,4,0.00,73.34,0.00
92.223.108.16,4,4,0.00,73.43,0.00
92.223.108.10,4,4,0.00,73.81,0.00
92.223.108.15,4,4,0.00,73.91,0.00
92.223.108.9,4,4,0.00,73.93,0.00
130.193.166.2,4,4,0.00,74.26,0.00
92.223.47.61,4,4,0.00,74.39,0.00
94.43.206.202,4,4,0.00,75.14,0.00
5.101.68.10,4,4,0.00,76.75,0.00
91.243.83.62,4,4,0.00,76.82,0.00
185.188.144.62,4,4,0.00,76.97,0.00
185.188.144.4,4,4,0.00,77.94,0.00
185.188.144.7,4,4,0.00,78.18,0.00
5.8.43.10,4,4,0.00,78.96,0.00
92.38.168.5,4,4,0.00,79.41,0.00
185.188.144.7,4,4,0.00,79.71,0.00
185.188.144.61,4,4,0.00,79.91,0.00
5.8.43.13,4,4,0.00,79.98,0.00
5.8.43.8,4,4,0.00,81.32,0.00
92.38.168.7,4,4,0.00,81.47,0.00
5.8.43.5,4,4,0.00,82.03,0.00
5.8.43.6,4,4,0.00,82.30,0.00
92.38.168.5,4,4,0.00,82.46,0.00
91.243.83.61,4,4,0.00,82.52,0.00
92.223.108.13,4,4,0.00,82.58,0.00
92.38.168.14,4,4,0.00,82.94,0.00
92.223.47.4,4,4,0.00,82.98,0.00
185.188.144.8,4,4,0.00,83.16,0.00
185.188.144.5,4,4,0.00,83.26,0.00
185.133.224.68,4,4,0.00,83.68,0.00
5.101.68.4,4,4,0.00,83.73,0.00
92.38.168.13,4,4,0.00,83.81,0.00
5.8.43.14,4,4,0.00,84.32,0.00
185.188.144.5,4,4,0.00,84.44,0.00
185.188.144.4,4,4,0.00,84.47,0.00
92.38.168.7,4,4,0.00,84.69,0.00
37.236.95.2,4,4,0.00,85.17,0.00
5.8.43.4,4,4,0.00,85.32,0.00
185.133.224.69,4,4,0.00,85.40,0.00
5.1.106.249,4,4,0.00,86.08,0.00
195.216.237.221,4,4,0.00,86.79,0.00
5.8.43.7,4,4,0.00,86.84,0.00
185.133.224.94,4,4,0.00,87.07,0.00
185.133.224.66,4,4,0.00,87.88,0.00
195.216.237.203,4,4,0.00,88.22,0.00
185.133.224.66,4,4,0.00,88.23,0.00
185.133.224.93,4,4,0.00,88.85,0.00
80.93.223.4,4,4,0.00,89.45,0.00
80.93.223.4,4,4,0.00,89.56,0.00
80.93.223.61,4,4,0.00,89.71,0.00
5.8.43.4,4,4,0.00,89.78,0.00
195.216.237.197,4,4,0.00,89.94,0.00
195.216.237.199,4,4,0.00,90.17,0.00
80.93.223.62,4,4,0.00,90.18,0.00
185.133.224.68,4,4,0.00,90.57,0.00
5.101.68.6,4,4,0.00,90.58,0.00
195.216.237.200,4,4,0.00,90.74,0.00
5.1.106.249,4,4,0.00,91.06,0.00
195.216.237.199,4,4,0.00,91.29,0.00
195.34.58.17,4,4,0.00,91.31,0.00
5.8.43.5,4,4,0.00,91.41,0.00
193.169.250.5,4,4,0.00,91.55,0.00
193.169.250.5,4,4,0.00,91.56,0.00
82.200.205.204,4,4,0.00,91.58,0.00
185.133.224.67,4,4,0.00,91.64,0.00
195.216.237.197,4,4,0.00,91.68,0.00
193.169.250.62,4,4,0.00,91.91,0.00
195.216.237.198,4,4,0.00,91.98,0.00
5.189.207.5,4,4,0.00,92.08,0.00
92.223.43.14,4,4,0.00,92.44,0.00
195.216.237.201,4,4,0.00,92.49,0.00
195.34.58.19,4,4,0.00,92.57,0.00
5.189.207.4,4,4,0.00,92.85,0.00
193.169.250.4,4,4,0.00,92.96,0.00
195.216.237.203,4,4,0.00,93.01,0.00
5.189.207.5,4,4,0.00,93.81,0.00
92.223.114.6,4,4,0.00,94.23,0.00
185.48.136.150,4,4,0.00,94.49,0.00
82.200.205.204,4,4,0.00,94.64,0.00
5.189.207.14,4,4,0.00,94.68,0.00
92.223.114.14,4,4,0.00,94.74,0.00
195.216.237.196,4,4,0.00,95.84,0.00
5.189.207.4,4,4,0.00,95.85,0.00
92.223.114.5,4,4,0.00,95.95,0.00
193.169.250.4,4,4,0.00,96.39,0.00
92.223.118.37,4,4,0.00,96.42,0.00
5.188.132.14,4,4,0.00,96.46,0.00
5.188.132.5,4,4,0.00,96.48,0.00
185.48.136.150,4,4,0.00,96.77,0.00
5.188.132.5,4,4,0.00,96.78,0.00
92.223.118.14,4,4,0.00,97.74,0.00
109.230.114.2,4,4,0.00,97.96,0.00
92.223.68.27,4,4,0.00,98.21,0.00
185.194.11.74,4,4,0.00,98.40,0.00
109.230.114.2,4,4,0.00,98.42,0.00
92.223.118.16,4,4,0.00,98.61,0.00
92.223.118.5,4,4,0.00,98.65,0.00
92.223.118.22,4,4,0.00,98.71,0.00
92.223.118.10,4,4,0.00,98.76,0.00
92.223.68.26,4,4,0.00,98.91,0.00
37.110.209.228,4,4,0.00,99.04,0.00
92.223.118.17,4,4,0.00,99.26,0.00
92.223.114.7,4,4,0.00,99.37,0.00
185.239.153.15,4,4,0.00,99.46,0.00
185.188.144.8,4,4,0.00,99.49,0.00
195.216.237.222,4,4,0.00,99.68,0.00
92.223.118.7,4,4,0.00,99.72,0.00
37.110.209.229,4,4,0.00,99.72,0.00
92.223.114.62,4,4,0.00,99.78,0.00
92.223.118.20,4,4,0.00,99.80,0.00
92.223.118.18,4,4,0.00,99.91,0.00
92.223.118.21,4,4,0.00,100.37,0.00
92.223.118.10,4,4,0.00,100.43,0.00
92.223.114.13,4,4,0.00,100.51,0.00
5.101.222.14,4,4,0.00,100.58,0.00
92.223.118.8,4,4,0.00,100.63,0.00
92.223.118.4,4,4,0.00,100.66,0.00
92.223.118.20,4,4,0.00,100.72,0.00
92.223.118.38,4,4,0.00,100.79,0.00
195.216.237.202,4,4,0.00,100.82,0.00
185.215.162.226,4,4,0.00,100.82,0.00
5.101.222.4,4,4,0.00,101.08,0.00
92.223.118.37,4,4,0.00,101.17,0.00
92.223.118.22,4,4,0.00,101.29,0.00
92.223.118.40,4,4,0.00,101.35,0.00
37.110.209.228,4,4,0.00,101.39,0.00
92.223.118.8,4,4,0.00,101.49,0.00
92.223.118.5,4,4,0.00,101.68,0.00
92.223.118.24,4,4,0.00,101.81,0.00
92.223.114.11,4,4,0.00,101.83,0.00
5.101.222.5,4,4,0.00,101.91,0.00
92.223.118.39,4,4,0.00,102.04,0.00
92.223.114.7,4,4,0.00,102.11,0.00
92.223.118.15,4,4,0.00,102.12,0.00
92.223.114.12,4,4,0.00,102.13,0.00
185.215.162.226,4,4,0.00,102.31,0.00
92.223.118.14,4,4,0.00,102.36,0.00
92.223.118.41,4,4,0.00,102.53,0.00
92.223.118.19,4,4,0.00,102.70,0.00
92.223.118.16,4,4,0.00,102.76,0.00
92.223.118.4,4,4,0.00,102.89,0.00
92.223.118.12,4,4,0.00,103.05,0.00
109.68.233.242,4,4,0.00,103.24,0.00
5.101.222.4,4,4,0.00,103.44,0.00
92.223.118.25,4,4,0.00,103.54,0.00
92.223.114.61,4,4,0.00,103.76,0.00
92.223.118.24,4,4,0.00,103.82,0.00
92.223.118.21,4,4,0.00,103.98,0.00
92.223.118.18,4,4,0.00,104.23,0.00
92.223.118.25,4,4,0.00,104.25,0.00
94.128.12.238,4,4,0.00,104.39,0.00
92.223.114.4,4,4,0.00,105.23,0.00
94.128.12.238,4,4,0.00,105.27,0.00
92.223.118.15,4,4,0.00,105.40,0.00
92.223.114.6,4,4,0.00,105.62,0.00
185.194.11.74,4,4,0.00,105.74,0.00
92.223.118.23,4,4,0.00,105.82,0.00
92.223.118.19,4,4,0.00,105.89,0.00
92.223.118.12,4,4,0.00,106.24,0.00
45.65.8.4,4,4,0.00,106.56,0.00
92.223.114.14,4,4,0.00,106.92,0.00
45.65.8.4,4,4,0.00,107.64,0.00
45.65.8.62,4,4,0.00,107.89,0.00
185.133.224.69,4,4,0.00,108.04,0.00
92.223.118.7,4,4,0.00,108.11,0.00
62.209.27.232,4,4,0.00,108.30,0.00
45.65.8.61,4,4,0.00,108.31,0.00
102.67.99.66,4,4,0.00,109.48,0.00
62.209.27.232,4,4,0.00,109.61,0.00
92.223.118.39,4,4,0.00,110.33,0.00
92.223.118.38,4,4,0.00,110.44,0.00
150.107.126.4,4,4,0.00,111.07,0.00
5.101.222.13,4,4,0.00,111.84,0.00
37.236.95.2,4,4,0.00,111.89,0.00
92.223.118.40,4,4,0.00,112.02,0.00
92.38.159.5,4,4,0.00,112.13,0.00
92.223.118.23,4,4,0.00,112.26,0.00
150.107.126.4,4,4,0.00,112.50,0.00
92.223.118.42,4,4,0.00,113.68,0.00
92.38.159.4,4,4,0.00,113.72,0.00
92.38.159.4,4,4,0.00,113.82,0.00
92.223.68.25,4,4,0.00,114.71,0.00
150.107.126.62,4,4,0.00,114.93,0.00
92.223.68.30,4,4,0.00,114.99,0.00
150.107.126.61,4,4,0.00,116.89,0.00
92.223.68.27,4,4,0.00,117.16,0.00
5.101.222.5,4,4,0.00,117.43,0.00
197.148.108.106,4,4,0.00,117.81,0.00
195.216.237.201,4,4,0.00,118.66,0.00
102.67.99.50,4,4,0.00,119.65,0.00
92.38.159.14,4,4,0.00,119.83,0.00
185.239.153.4,4,4,0.00,120.08,0.00
102.67.99.50,4,4,0.00,120.19,0.00
92.223.68.25,4,4,0.00,120.60,0.00
134.0.219.26,4,4,0.00,120.73,0.00
92.223.118.17,4,4,0.00,120.76,0.00
134.0.219.37,4,4,0.00,121.01,0.00
92.38.159.5,4,4,0.00,121.06,0.00
89.223.90.4,4,4,0.00,121.15,0.00
134.0.219.26,4,4,0.00,121.74,0.00
80.93.221.4,4,4,0.00,121.80,0.00
92.223.107.58,4,4,0.00,121.89,0.00
80.93.221.4,4,4,0.00,121.94,0.00
151.248.104.69,4,4,0.00,121.97,0.00
80.93.221.62,4,4,0.00,122.13,0.00
92.223.107.36,4,4,0.00,122.13,0.00
80.93.221.61,4,4,0.00,122.39,0.00
197.148.108.106,4,4,0.00,122.43,0.00
92.223.107.62,4,4,0.00,122.49,0.00
92.223.107.57,4,4,0.00,122.70,0.00
92.223.107.53,4,4,0.00,122.99,0.00
151.248.104.69,4,4,0.00,123.03,0.00
92.223.107.57,4,4,0.00,123.55,0.00
185.239.153.6,4,4,0.00,123.86,0.00
92.223.107.54,4,4,0.00,124.00,0.00
92.223.107.45,4,4,0.00,124.11,0.00
92.223.107.56,4,4,0.00,124.35,0.00
134.0.219.37,4,4,0.00,124.47,0.00
92.223.107.45,4,4,0.00,124.55,0.00
92.223.68.26,4,4,0.00,124.81,0.00
92.223.107.39,4,4,0.00,124.99,0.00
92.223.107.40,4,4,0.00,125.01,0.00
92.223.107.36,4,4,0.00,125.04,0.00
92.223.107.44,4,4,0.00,125.11,0.00
185.101.136.30,4,4,0.00,125.13,0.00
185.101.136.13,4,4,0.00,125.16,0.00
185.101.136.8,4,4,0.00,125.26,0.00
92.223.107.43,4,4,0.00,125.37,0.00
92.223.107.43,4,4,0.00,125.70,0.00
92.223.107.61,4,4,0.00,125.78,0.00
92.223.107.38,4,4,0.00,126.06,0.00
92.223.107.38,4,4,0.00,126.51,0.00
89.223.90.4,4,4,0.00,126.53,0.00
92.223.107.42,4,4,0.00,126.60,0.00
92.223.107.55,4,4,0.00,126.62,0.00
185.101.136.29,4,4,0.00,126.88,0.00
92.223.107.44,4,4,0.00,127.34,0.00
185.101.136.7,4,4,0.00,127.83,0.00
92.223.107.39,4,4,0.00,127.97,0.00
185.101.136.13,4,4,0.00,128.01,0.00
92.223.107.54,4,4,0.00,128.25,0.00
92.223.107.53,4,4,0.00,128.32,0.00
185.101.136.12,4,4,0.00,128.79,0.00
92.223.107.58,4,4,0.00,129.20,0.00
92.223.107.55,4,4,0.00,129.47,0.00
185.101.136.12,4,4,0.00,129.77,0.00
102.67.99.66,4,4,0.00,130.07,0.00
92.223.107.42,4,4,0.00,130.17,0.00
185.105.1.14,4,4,0.00,130.24,0.00
92.223.107.40,4,4,0.00,131.43,0.00
185.101.136.7,4,4,0.00,131.46,0.00
185.101.136.8,4,4,0.00,131.62,0.00
92.223.107.56,4,4,0.00,131.69,0.00
185.101.136.9,4,4,0.00,132.35,0.00
185.105.1.10,4,4,0.00,132.36,0.00
217.76.64.90,4,4,0.00,133.33,0.00
92.223.110.8,4,4,0.00,133.57,0.00
5.8.92.6,4,4,0.00,133.81,0.00
92.223.110.29,4,4,0.00,134.41,0.00
5.8.92.4,4,4,0.00,135.31,0.00
109.68.233.242,4,4,0.00,136.99,0.00
5.8.92.5,4,4,0.00,138.62,0.00
92.223.110.4,4,4,0.00,139.05,0.00
217.76.64.195,4,4,0.00,139.16,0.00
82.148.98.42,4,4,0.00,139.39,0.00
5.8.92.4,4,4,0.00,139.39,0.00
82.148.98.42,4,4,0.00,139.54,0.00
5.8.92.5,4,4,0.00,139.57,0.00
92.223.110.16,4,4,0.00,139.61,0.00
92.223.110.9,4,4,0.00,140.18,0.00
92.223.110.18,4,4,0.00,140.30,0.00
185.163.3.4,4,4,0.00,140.40,0.00
78.111.103.62,4,4,0.00,140.55,0.00
92.223.110.4,4,4,0.00,140.85,0.00
5.8.92.6,4,4,0.00,140.95,0.00
185.105.1.10,4,4,0.00,141.27,0.00
92.223.110.15,4,4,0.00,142.01,0.00
92.223.110.17,4,4,0.00,142.20,0.00
78.111.103.4,4,4,0.00,142.44,0.00
185.239.153.26,4,4,0.00,142.46,0.00
78.111.103.61,4,4,0.00,142.62,0.00
92.223.110.30,4,4,0.00,142.76,0.00
185.101.136.9,4,4,0.00,142.80,0.00
78.111.103.5,4,4,0.00,143.10,0.00
185.101.137.10,4,4,0.00,143.23,0.00
213.156.144.5,4,4,0.00,144.19,0.00
185.101.137.4,4,4,0.00,144.95,0.00
185.101.137.14,4,4,0.00,145.12,0.00
78.111.103.4,4,4,0.00,145.35,0.00
185.101.137.10,4,4,0.00,145.41,0.00
217.76.64.195,4,4,0.00,145.64,0.00
185.163.3.61,4,4,0.00,145.87,0.00
213.156.144.6,4,4,0.00,145.91,0.00
213.156.144.4,4,4,0.00,146.05,0.00
78.111.103.5,4,4,0.00,146.07,0.00
92.223.110.7,4,4,0.00,146.58,0.00
92.223.120.10,4,4,0.00,147.10,0.00
213.156.144.7,4,4,0.00,147.47,0.00
185.163.3.4,4,4,0.00,147.90,0.00
92.223.120.12,4,4,0.00,147.93,0.00
213.156.144.61,4,4,0.00,148.95,0.00
213.156.144.7,4,4,0.00,149.64,0.00
179.51.50.82,4,4,0.00,149.72,0.00
92.223.120.13,4,4,0.00,150.11,0.00
5.8.92.62,4,4,0.00,150.26,0.00
213.156.144.62,4,4,0.00,150.26,0.00
185.101.137.13,4,4,0.00,150.45,0.00
92.223.120.14,4,4,0.00,150.76,0.00
213.156.144.4,4,4,0.00,151.06,0.00
102.130.69.141,4,4,0.00,151.34,0.00
213.156.144.5,4,4,0.00,151.38,0.00
92.223.120.10,4,4,0.00,151.41,0.00
92.223.120.14,4,4,0.00,151.45,0.00
181.174.80.182,4,4,0.00,151.90,0.00
92.223.120.12,4,4,0.00,152.08,0.00
102.130.69.141,4,4,0.00,152.65,0.00
80.240.124.4,4,4,0.00,154.04,0.00
80.240.124.62,4,4,0.00,154.20,0.00
80.240.124.6,4,4,0.00,154.32,0.00
87.120.106.8,4,4,0.00,154.34,0.00
80.240.124.5,4,4,0.00,154.40,0.00
80.240.124.8,4,4,0.00,154.75,0.00
80.240.124.9,4,4,0.00,154.80,0.00
185.163.3.62,4,4,0.00,154.87,0.00
179.51.50.82,4,4,0.00,155.31,0.00
80.240.124.7,4,4,0.00,155.32,0.00
80.240.124.8,4,4,0.00,155.78,0.00
92.38.170.8,4,4,0.00,155.78,0.00
87.120.106.4,4,4,0.00,155.89,0.00
80.240.124.9,4,4,0.00,156.29,0.00
92.223.116.208,4,4,0.00,156.33,0.00
92.38.170.7,4,4,0.00,156.69,0.00
80.240.124.6,4,4,0.00,156.76,0.00
92.223.116.205,4,4,0.00,156.80,0.00
80.240.124.7,4,4,0.00,156.90,0.00
80.240.124.5,4,4,0.00,156.91,0.00
92.38.170.7,4,4,0.00,156.92,0.00
80.240.124.10,4,4,0.00,157.05,0.00
87.120.106.5,4,4,0.00,157.08,0.00
92.38.170.8,4,4,0.00,157.09,0.00
92.38.170.6,4,4,0.00,157.25,0.00
92.38.170.10,4,4,0.00,158.11,0.00
80.240.124.11,4,4,0.00,158.31,0.00
87.120.106.5,4,4,0.00,158.49,0.00
80.240.124.11,4,4,0.00,158.65,0.00
78.111.101.62,4,4,0.00,158.75,0.00
92.223.120.13,4,4,0.00,159.49,0.00
80.240.124.10,4,4,0.00,159.51,0.00
78.111.101.61,4,4,0.00,159.58,0.00
78.111.101.4,4,4,0.00,159.64,0.00
180.149.90.66,4,4,0.00,159.93,0.00
213.156.144.6,4,4,0.00,159.99,0.00
87.120.106.62,4,4,0.00,160.30,0.00
92.223.120.15,4,4,0.00,160.88,0.00
43.245.140.2,4,4,0.00,161.05,0.00
92.223.116.203,4,4,0.00,161.44,0.00
181.174.80.182,4,4,0.00,161.79,0.00
92.223.116.222,4,4,0.00,162.43,0.00
87.120.106.9,4,4,0.00,162.73,0.00
92.38.170.6,4,4,0.00,162.76,0.00
87.120.106.61,4,4,0.00,163.09,0.00
87.120.106.4,4,4,0.00,163.32,0.00
185.239.153.12,4,4,0.00,164.37,0.00
92.223.116.200,4,4,0.00,164.41,0.00
92.223.116.222,4,4,0.00,164.72,0.00
92.223.116.207,4,4,0.00,165.39,0.00
213.156.151.62,4,4,0.00,165.46,0.00
92.38.170.10,4,4,0.00,165.48,0.00
80.93.215.4,4,4,0.00,165.75,0.00
92.223.116.216,4,4,0.00,165.78,0.00
80.93.215.4,4,4,0.00,166.27,0.00
80.93.215.6,4,4,0.00,166.32,0.00
213.156.151.5,4,4,0.00,166.40,0.00
87.120.106.11,4,4,0.00,166.54,0.00
92.223.116.221,4,4,0.00,166.87,0.00
92.223.116.204,4,4,0.00,166.98,0.00
92.223.116.214,4,4,0.00,167.00,0.00
213.156.151.4,4,4,0.00,167.06,0.00
87.120.106.11,4,4,0.00,167.39,0.00
87.120.106.9,4,4,0.00,167.39,0.00
213.156.151.61,4,4,0.00,167.43,0.00
92.223.116.218,4,4,0.00,167.46,0.00
213.156.151.4,4,4,0.00,167.66,0.00
213.156.151.6,4,4,0.00,167.68,0.00
92.223.116.217,4,4,0.00,167.71,0.00
213.156.151.5,4,4,0.00,168.30,0.00
92.223.120.15,4,4,0.00,168.32,0.00
92.223.116.208,4,4,0.00,168.55,0.00
80.93.215.5,4,4,0.00,168.89,0.00
92.223.116.201,4,4,0.00,169.01,0.00
92.223.116.254,4,4,0.00,169.12,0.00
92.223.116.223,4,4,0.00,169.68,0.00
80.93.215.6,4,4,0.00,170.09,0.00
92.223.116.207,4,4,0.00,170.42,0.00
92.223.116.206,4,4,0.00,170.48,0.00
80.93.215.7,4,4,0.00,171.00,0.00
92.223.116.203,4,4,0.00,171.28,0.00
92.223.116.221,4,4,0.00,171.36,0.00
213.156.151.6,4,4,0.00,171.39,0.00
200.10.177.54,4,4,0.00,171.48,0.00
43.245.140.2,4,4,0.00,171.77,0.00
92.223.116.210,4,4,0.00,171.85,0.00
92.223.116.206,4,4,0.00,171.91,0.00
92.223.116.212,4,4,0.00,171.97,0.00
92.223.116.201,4,4,0.00,172.29,0.00
80.93.215.7,4,4,0.00,172.30,0.00
179.0.200.102,4,4,0.00,172.46,0.00
87.120.106.8,4,4,0.00,172.84,0.00
92.223.116.253,4,4,0.00,173.02,0.00
80.93.215.61,4,4,0.00,173.12,0.00
92.223.116.200,4,4,0.00,173.13,0.00
102.68.141.74,4,4,0.00,173.39,0.00
102.68.141.74,4,4,0.00,173.48,0.00
92.223.116.224,4,4,0.00,173.99,0.00
179.0.200.126,4,4,0.00,174.31,0.00
92.223.116.210,4,4,0.00,175.06,0.00
92.223.116.220,4,4,0.00,175.75,0.00
78.111.101.4,4,4,0.00,175.82,0.00
92.223.116.213,4,4,0.00,175.86,0.00
80.93.215.62,4,4,0.00,175.94,0.00
80.93.215.5,4,4,0.00,176.15,0.00
92.223.116.214,4,4,0.00,176.36,0.00
92.223.116.215,4,4,0.00,176.40,0.00
92.223.76.25,4,4,0.00,176.59,0.00
179.0.200.126,4,4,0.00,177.24,0.00
92.223.116.212,4,4,0.00,177.42,0.00
92.223.116.213,4,4,0.00,178.00,0.00
80.15.251.9,4,4,0.00,178.15,0.00
200.10.177.54,4,4,0.00,178.17,0.00
179.0.200.100,4,4,0.00,178.78,0.00
92.223.76.24,4,4,0.00,179.01,0.00
92.223.76.23,4,4,0.00,179.13,0.00
92.223.116.215,4,4,0.00,179.64,0.00
92.223.116.204,4,4,0.00,179.93,0.00
80.15.251.11,4,4,0.00,180.29,0.00
92.223.116.216,4,4,0.00,180.80,0.00
5.188.133.10,4,4,0.00,180.81,0.00
92.223.116.224,4,4,0.00,181.24,0.00
92.223.116.211,4,4,0.00,181.49,0.00
80.15.251.11,4,4,0.00,181.50,0.00
5.188.133.10,4,4,0.00,181.54,0.00
92.223.116.205,4,4,0.00,181.56,0.00
92.223.76.25,4,4,0.00,181.79,0.00
5.188.133.8,4,4,0.00,182.27,0.00
92.223.76.20,4,4,0.00,182.61,0.00
92.223.116.220,4,4,0.00,183.56,0.00
180.149.90.66,4,4,0.00,183.61,0.00
5.188.133.9,4,4,0.00,183.68,0.00
92.223.76.20,4,4,0.00,183.83,0.00
92.223.76.30,4,4,0.00,184.09,0.00
80.15.251.9,4,4,0.00,184.28,0.00
92.223.116.211,4,4,0.00,184.66,0.00
170.238.234.217,4,4,0.00,185.22,0.00
92.223.116.223,4,4,0.00,187.68,0.00
103.211.151.21,4,4,0.00,187.68,0.00
170.238.234.217,4,4,0.00,188.21,0.00
181.39.11.210,4,4,0.00,188.41,0.00
103.211.151.21,4,4,0.00,188.48,0.00
5.188.133.11,4,4,0.00,188.70,0.00
190.95.248.34,4,4,0.00,189.47,0.00
190.95.248.34,4,4,0.00,189.91,0.00
181.39.11.210,4,4,0.00,190.01,0.00
197.188.22.102,4,4,0.00,190.97,0.00
45.82.103.61,4,4,0.00,193.60,0.00
92.223.12.17,4,4,0.00,194.13,0.00
197.188.22.102,4,4,0.00,194.15,0.00
45.82.103.6,4,4,0.00,194.48,0.00
45.82.103.4,4,4,0.00,194.72,0.00
45.82.103.62,4,4,0.00,194.90,0.00
5.188.133.11,4,4,0.00,195.13,0.00
45.82.103.4,4,4,0.00,195.79,0.00
45.82.103.7,4,4,0.00,196.23,0.00
45.82.103.7,4,4,0.00,196.77,0.00
45.82.103.6,4,4,0.00,196.82,0.00
45.82.103.5,4,4,0.00,197.08,0.00
92.223.76.24,4,4,0.00,197.55,0.00
92.223.12.15,4,4,0.00,199.31,0.00
92.223.12.13,4,4,0.00,199.46,0.00
92.223.12.6,4,4,0.00,199.59,0.00
41.210.189.22,4,4,0.00,199.69,0.00
92.223.76.23,4,4,0.00,200.74,0.00
92.223.12.5,4,4,0.00,200.83,0.00
92.223.12.30,4,4,0.00,200.85,0.00
92.223.12.26,4,4,0.00,200.89,0.00
92.223.12.22,4,4,0.00,200.96,0.00
92.223.12.24,4,4,0.00,201.63,0.00
171.229.196.135,4,4,0.00,201.77,0.00
193.36.180.7,4,4,0.00,202.03,0.00
45.82.103.5,4,4,0.00,202.57,0.00
41.210.189.22,4,4,0.00,203.25,0.00
193.36.180.7,4,4,0.00,204.25,0.00
92.223.12.14,4,4,0.00,205.19,0.00
193.36.180.5,4,4,0.00,205.19,0.00
92.223.12.16,4,4,0.00,205.20,0.00
92.223.12.8,4,4,0.00,205.20,0.00
92.223.12.15,4,4,0.00,205.22,0.00
95.85.92.62,4,4,0.00,205.64,0.00
92.223.12.11,4,4,0.00,205.66,0.00
171.229.196.134,4,4,0.00,205.73,0.00
92.223.12.4,4,4,0.00,205.80,0.00
